"Institution","State","Link","Roster","Conference","X"
"Long Island University","New York","https://www.liuathletics.com/index.aspx?path=wvball","https://www.liuathletics.com/sports/womens-volleyball/roster","Northeast Conference",""
"Central Connecticut State University","Connecticut","http://www.ccsubluedevils.com/sports/wvball/index","http://www.ccsubluedevils.com/sports/wvball/2021-22/roster","Northeast Conference",""
"Bryant University","Rhode Island","https://www.bryantbulldogs.com/sports/wvball/index","https://www.bryantbulldogs.com/sports/wvball/2021-22/roster","Northeast Conference",""
"St. Francis College","New York","https://sfcathletics.com/index.aspx?path=vball","https://sfcathletics.com/sports/womens-volleyball/roster","Northeast Conference",""
"Fairleigh Dickinson University","New Jersey","https://fduknights.com/index.aspx?path=wvball","https://fduknights.com/sports/womens-volleyball/roster/2021","Northeast Conference",""
"Saint Francis University","Pennsylvania","https://sfuathletics.com/index.aspx?path=wvball","https://sfuathletics.com/sports/womens-volleyball/roster/2021","Northeast Conference",""
"Merrimack College","Massachusetts","https://merrimackathletics.com/index.aspx?path=wvball","https://merrimackathletics.com/sports/womens-volleyball/roster","Northeast Conference",""
"Creighton University","Nebraska","https://gocreighton.com/index.aspx?path=wvb","https://gocreighton.com/sports/womens-volleyball/roster/2021","Big East Conference",""
"Marquette University","Wisconsin","https://gomarquette.com/index.aspx?path=wvball","https://gomarquette.com/sports/womens-volleyball/roster","Big East Conference",""
"Villanova University","Pennsylvania","https://villanova.com/index.aspx?path=wvball","https://villanova.com/sports/womens-volleyball/roster","Big East Conference",""
"St. John's University","New York","https://redstormsports.com/index.aspx?path=wvball","https://redstormsports.com/sports/womens-volleyball/roster","Big East Conference",""
"Butler University","Indiana","https://butlersports.com/index.aspx?path=wvball","https://butlersports.com/roster.aspx?roster=1220&path=wvball","Big East Conference",""
"Xavier University","Ohio","https://goxavier.com/index.aspx?path=wvball","https://goxavier.com/sports/womens-volleyball/roster","Big East Conference",""
"DePaul University","Illinois","https://depaulbluedemons.com/index.aspx?path=wvball","https://depaulbluedemons.com/sports/womens-volleyball/roster","Big East Conference",""
"Georgetown University","Washington, D.C.","http://www.guhoyas.com/index.aspx?path=wvball","http://www.guhoyas.com/sports/womens-volleyball/roster","Big East Conference",""
"Seton Hall University","New Jersey","https://shupirates.com/index.aspx?path=wvball","https://shupirates.com/sports/womens-volleyball/roster","Big East Conference",""
"Providence College","Rhode Island","https://friars.com/index.aspx?path=wvball","https://friars.com/sports/womens-volleyball/roster","Big East Conference",""
"University of Hawai'i at Mānoa","Hawaii","https://hawaiiathletics.com/index.aspx?path=wvball","https://hawaiiathletics.com/sports/womens-volleyball/roster/2021","Big West Conference",""
"California Polytechnic State University","California","https://gopoly.com/sports/wvball/index","https://gopoly.com/sports/womens-volleyball/roster","Big West Conference",""
"University of California - Santa Barbara","California","https://www.ucsbgauchos.com/sports/w-volley/index","https://www.ucsbgauchos.com/sports/w-volley/2021-22/roster","Big West Conference",""
"University of California - Davis","California","https://ucdavisaggies.com/index.aspx?path=wvball","https://ucdavisaggies.com/sports/womens-volleyball/roster","Big West Conference",""
"Long Beach State University","California","https://longbeachstate.com/index.aspx?path=wvball","https://longbeachstate.com/sports/womens-volleyball/roster/2021","Big West Conference",""
"California State University, Northridge","California","https://gomatadors.com/index.aspx?path=wvball","https://gomatadors.com/sports/womens-volleyball/roster","Big West Conference",""
"California State University, Fullerton","California","https://www.fullertontitans.com/sports/w-volley/index","https://www.fullertontitans.com/sports/w-volley/2021-22/roster","Big West Conference",""
"University of California, Riverside","California","https://gohighlanders.com/index.aspx?path=wvball","https://gohighlanders.com/sports/womens-volleyball/roster","Big West Conference",""
"University of California, Irvine","California","https://ucirvinesports.com/index.aspx?path=wvball","https://ucirvinesports.com/sports/womens-volleyball/roster","Big West Conference",""
"New Mexico State University","New Mexico","https://nmstatesports.com/index.aspx?path=wvball","https://nmstatesports.com/roster.aspx?path=wvball","Western Athletic Conference",""
"Grand Canyon University","Arizona","https://gculopes.com/index.aspx?path=wvball","https://gculopes.com/sports/womens-volleyball/roster","Western Athletic Conference",""
"University of Missouri–Kansas City","Missouri","https://kcroos.com/index.aspx?path=vb","https://kcroos.com/sports/womens-volleyball/roster","Western Athletic Conference",""
"University of Texas Rio Grande Valley","Texas","https://goutrgv.com/index.aspx?path=wvball","https://goutrgv.com/sports/womens-volleyball/roster","Western Athletic Conference",""
"California Baptist University","California","https://cbulancers.com/index.aspx?path=wvball","https://cbulancers.com/sports/womens-volleyball/roster","Western Athletic Conference",""
"Utah Valley University","Utah","https://gouvu.com/index.aspx?path=wvball","https://gouvu.com/sports/womens-volleyball/roster","Western Athletic Conference",""
"Seattle University","Washington","https://goseattleu.com/index.aspx?path=wvball","https://goseattleu.com/sports/womens-volleyball/roster","Western Athletic Conference",""
"California State University, Bakersfield","California","https://gorunners.com/index.aspx?path=wvball","https://gorunners.com/sports/womens-volleyball/roster","Western Athletic Conference",""
"Chicago State University","Illinois","https://www.gocsucougars.com/index.aspx?tab=volleyball&path=wvball","https://www.gocsucougars.com/roster.aspx?roster=174","Western Athletic Conference",""
"University of Northern Colorado","Colorado","https://uncbears.com/index.aspx?path=wvball","https://uncbears.com/sports/womens-volleyball/roster/2021","Big Sky Conference",""
"Weber State University","Utah","https://weberstatesports.com/index.aspx?path=wvball","https://weberstatesports.com/sports/womens-volleyball/roster","Big Sky Conference",""
"Northern Arizona University","Arizona","https://nauathletics.com/index.aspx?path=wvball","https://nauathletics.com/sports/womens-volleyball/roster","Big Sky Conference",""
"Montana State University","Montana","https://msubobcats.com/index.aspx?path=wvball","https://msubobcats.com/sports/womens-volleyball/roster","Big Sky Conference",""
"California State University, Sacramento","California","http://www.hornetsports.com/sports/wvball/index","http://www.hornetsports.com/sports/wvball/2021-22/roster","Big Sky Conference",""
"University of Idaho","Idaho","https://govandals.com/index.aspx?path=wvball","https://govandals.com/sports/womens-volleyball/roster","Big Sky Conference",""
"Southern Utah University","Utah","https://suutbirds.com/index.aspx?path=wvball","https://suutbirds.com/sports/womens-volleyball/roster/2021","Big Sky Conference",""
"Portland State University","Oregon","https://goviks.com/index.aspx?path=wvball","https://goviks.com/sports/womens-volleyball/roster/2021","Big Sky Conference",""
"University of Montana","Montana","https://gogriz.com/index.aspx?path=wvball","https://gogriz.com/sports/womens-volleyball/roster","Big Sky Conference",""
"Idaho State University","Idaho","https://isubengals.com/index.aspx?path=wvball","https://isubengals.com/roster.aspx?path=wvball","Big Sky Conference",""
"Eastern Washington University","Washington","https://goeags.com/index.aspx?path=wvball","https://goeags.com/sports/womens-volleyball/roster","Big Sky Conference",""
"Winthrop University","South Carolina","https://winthropeagles.com/index.aspx?path=wvball","https://winthropeagles.com/sports/womens-volleyball/roster","Big South Conference",""
"High Point University","North Carolina","https://highpointpanthers.com/index.aspx?path=wvball","https://highpointpanthers.com/sports/womens-volleyball/roster","Big South Conference",""
"Campbell University","North Carolina","https://gocamels.com/index.aspx?path=wvball","https://gocamels.com/sports/womens-volleyball/roster","Big South Conference",""
"Presbyterian College","South Carolina","https://gobluehose.com/index.aspx?path=vb","https://gobluehose.com/sports/womens-volleyball/roster","Big South Conference",""
"University of North Carolina Asheville","North Carolina","https://uncabulldogs.com/index.aspx?path=wvball","https://uncabulldogs.com/sports/womens-volleyball/roster","Big South Conference",""
"Charleston Southern University","South Carolina","https://www.csusports.com/index.aspx?path=wvball","https://www.csusports.com/sports/womens-volleyball/roster/2021","Big South Conference",""
"Radford University","Virginia","https://radfordathletics.com/index.aspx?path=wvball","https://radfordathletics.com/sports/womens-volleyball/roster/2021","Big South Conference",""
"University of South Carolina Upstate","South Carolina","https://upstatespartans.com/index.aspx?path=wvball","https://upstatespartans.com/sports/womens-volleyball/roster","Big South Conference",""
"Hampton University","Virginia","https://hamptonpirates.com/index.aspx?path=vball","https://hamptonpirates.com/sports/womens-volleyball/roster","Big South Conference",""
"Gardner–Webb University","North Carolina","https://gwusports.com/index.aspx?path=wvball","https://gwusports.com/sports/womens-volleyball/roster","Big South Conference",""
"Fairfield University","Connecticut","https://fairfieldstags.com/index.aspx?path=wvball","https://fairfieldstags.com/sports/womens-volleyball/roster","Metro Atlantic Athletic Conference",""
"Canisius College","New York","https://gogriffs.com/index.aspx?path=wvball","https://gogriffs.com/sports/womens-volleyball/roster","Metro Atlantic Athletic Conference",""
"Rider University","New Jersey","https://gobroncs.com/index.aspx?path=wvball","https://gobroncs.com/sports/womens-volleyball/roster","Metro Atlantic Athletic Conference",""
"Marist College","New York","https://goredfoxes.com/index.aspx?path=wvball","https://goredfoxes.com/sports/womens-volleyball/roster","Metro Atlantic Athletic Conference",""
"Niagara University","New York","https://purpleeagles.com/index.aspx?path=wvball","https://purpleeagles.com/sports/womens-volleyball/roster","Metro Atlantic Athletic Conference",""
"Quinnipiac University","Connecticut","https://gobobcats.com/index.aspx?path=wvball","https://gobobcats.com/sports/womens-volleyball/roster","Metro Atlantic Athletic Conference",""
"Siena College","New York","https://sienasaints.com/index.aspx?path=wvball","https://sienasaints.com/sports/womens-volleyball/roster","Metro Atlantic Athletic Conference",""
"Iona College","New York","https://icgaels.com/index.aspx?path=wvball","https://icgaels.com/sports/womens-volleyball/roster","Metro Atlantic Athletic Conference",""
"Manhattan College","New York","https://gojaspers.com/index.aspx?path=wvball","https://gojaspers.com/sports/womens-volleyball/roster","Metro Atlantic Athletic Conference",""
"Saint Peter's University","New Jersey","https://saintpeterspeacocks.com/index.aspx?path=wvball","https://saintpeterspeacocks.com/sports/womens-volleyball/roster","Metro Atlantic Athletic Conference",""
"Southern Methodist University","Texas","https://smumustangs.com/index.aspx?path=wvball","https://smumustangs.com/sports/womens-volleyball/roster","American Athletic Conference",""
"Tulane University","Louisiana","https://tulanegreenwave.com/index.aspx?path=wvball","https://tulanegreenwave.com/sports/womens-volleyball/roster","American Athletic Conference",""
"University of Houston","Texas","https://uhcougars.com/index.aspx?path=wvball","https://uhcougars.com/sports/womens-volleyball/roster","American Athletic Conference",""
"University of Tulsa","Oklahoma","https://tulsahurricane.com/index.aspx?path=wvball","https://tulsahurricane.com/sports/womens-volleyball/roster","American Athletic Conference",""
"University of Memphis","Tennessee","https://gotigersgo.com/index.aspx?path=wvball","https://gotigersgo.com/roster.aspx?roster=1342&path=wvball","American Athletic Conference",""
"Wichita State University","Kansas","https://goshockers.com/index.aspx?path=vb","https://goshockers.com/roster.aspx?roster=187","American Athletic Conference",""
"University of Cincinnati","Ohio","https://gobearcats.com/index.aspx?path=wvball","https://gobearcats.com/sports/womens-volleyball/roster/2021","American Athletic Conference",""
"University of Central Florida","Florida","https://ucfknights.com/index.aspx?path=wvball","https://ucfknights.com/sports/womens-volleyball/roster/2021","American Athletic Conference",""
"East Carolina University","North Carolina","https://ecupirates.com/index.aspx?path=wvball","https://ecupirates.com/sports/womens-volleyball/roster","American Athletic Conference",""
"University of Connecticut","Connecticut","https://uconnhuskies.com/index.aspx?path=wvball","https://uconnhuskies.com/sports/womens-volleyball/roster","American Athletic Conference",""
"Temple University","Pennsylvania","https://owlsports.com/index.aspx?path=wvball","https://owlsports.com/sports/womens-volleyball/roster/2021","American Athletic Conference",""
"University of South Florida","Florida","https://gousfbulls.com/index.aspx?path=wvball","https://gousfbulls.com/sports/womens-volleyball/roster/2021","American Athletic Conference",""
"Virginia Commonwealth University","Virginia","https://vcuathletics.com/sports/wvball/index","https://vcuathletics.com/sports/wvball/roster","Atlantic 10 Conference",""
"University of Dayton","Ohio","https://daytonflyers.com/index.aspx?path=wvball","https://daytonflyers.com/sports/womens-volleyball/roster/2021","Atlantic 10 Conference",""
"Saint Louis University","Missouri","https://slubillikens.com/index.aspx?path=vb","https://slubillikens.com/sports/womens-volleyball/roster","Atlantic 10 Conference",""
"La Salle University","Pennsylvania","https://goexplorers.com/index.aspx?path=wvball","https://goexplorers.com/sports/womens-volleyball/roster","Atlantic 10 Conference",""
"George Washington University","Washington, D.C.","https://gwsports.com/index.aspx?path=wvball","https://gwsports.com/sports/womens-volleyball/roster/2021","Atlantic 10 Conference",""
"Fordham University","New York","https://fordhamsports.com/index.aspx?path=wvball","https://fordhamsports.com/sports/womens-volleyball/roster","Atlantic 10 Conference",""
"Davidson College","North Carolina","https://davidsonwildcats.com/index.aspx?path=wvball","https://davidsonwildcats.com/sports/womens-volleyball/roster","Atlantic 10 Conference",""
"Duquesne University","Pennsylvania","https://goduquesne.com/index.aspx?path=wvball","https://goduquesne.com/sports/womens-volleyball/roster","Atlantic 10 Conference",""
"University of Rhode Island","Rhode Island","https://gorhody.com/sports/w-volley/index","https://gorhody.com/sports/womens-volleyball/roster","Atlantic 10 Conference",""
"George Mason University","Virginia","https://gomason.com/index.aspx?path=wvball","https://gomason.com/sports/womens-volleyball/roster/2021","Atlantic 10 Conference",""
"University of South Dakota","South Dakota","https://goyotes.com/index.aspx?path=wvball","https://goyotes.com/sports/womens-volleyball/roster","The Summit League",""
"University of Denver","Colorado","https://denverpioneers.com/index.aspx?path=wvball","https://denverpioneers.com/sports/womens-volleyball/roster/2021","The Summit League",""
"Purdue University Fort Wayne","Indiana","https://gomastodons.com/index.aspx?path=wvball","https://gomastodons.com/sports/womens-volleyball/roster","The Summit League",""
"University of Nebraska Omaha","Nebraska","https://omavs.com/index.aspx?path=wvball","https://omavs.com/sports/womens-volleyball/roster/2021","The Summit League",""
"North Dakota State University","North Dakota","https://gobison.com/index.aspx?path=wvball","https://gobison.com/sports/womens-volleyball/roster","The Summit League",""
"University of North Dakota","North Dakota","https://fightinghawks.com/index.aspx?path=wvball","https://fightinghawks.com/sports/womens-volleyball/roster","The Summit League",""
"Oral Roberts University","Oklahoma","https://oruathletics.com/sports/wvball/index","https://oruathletics.com/sports/wvball/roster","The Summit League",""
"South Dakota State University","South Dakota","https://gojacks.com/index.aspx?path=vb","https://gojacks.com/roster.aspx?path=vb&","The Summit League",""
"Western Illinois University","Illinois","https://goleathernecks.com/index.aspx?path=wvball","https://goleathernecks.com/roster.aspx?roster=1593","The Summit League",""
"Florida Gulf Coast University","Florida","https://fgcuathletics.com/index.aspx?path=wvball","https://fgcuathletics.com/sports/womens-volleyball/roster/2021","Atlantic Sun Conference",""
"Kennesaw State University","Georgia","https://ksuowls.com/index.aspx?path=wvball","https://ksuowls.com/sports/womens-volleyball/roster","Atlantic Sun Conference",""
"Liberty University","Virginia","https://www.liberty.edu/flames/volleyball/","https://www.liberty.edu/flames/volleyball/roster/","Atlantic Sun Conference",""
"Lipscomb University","Tennessee","https://lipscombsports.com/sports/wvball?path=wvball","https://lipscombsports.com/sports/womens-volleyball/roster","Atlantic Sun Conference",""
"Stetson University","Florida","https://gohatters.com/index.aspx?path=wvball","https://gohatters.com/sports/womens-volleyball/roster/2021","Atlantic Sun Conference",""
"University of North Florida","Florida","https://unfospreys.com/index.aspx?path=wvball","https://unfospreys.com/roster.aspx?path=wvball","Atlantic Sun Conference",""
"Jacksonville University","Florida","https://judolphins.com/index.aspx?path=wvball","https://judolphins.com/sports/womens-volleyball/roster/2021","Atlantic Sun Conference",""
"University of North Alabama","Alabama","https://roarlions.com/sports/wvball","https://roarlions.com/sports/wvball/roster","Atlantic Sun Conference",""
"New Jersey Institute of Technology","New Jersey","https://www.njithighlanders.com/index.aspx?path=wvball","https://www.njithighlanders.com/sports/womens-volleyball/roster/2021","Atlantic Sun Conference",""
"University of Wisconsin–Madison","Wisconsin","https://uwbadgers.com/index.aspx?path=wvball","https://uwbadgers.com/sports/womens-volleyball/roster","Big Ten Conference",""
"University of Nebraska–Lincoln","Nebraska","https://huskers.com/index.aspx?path=wvball","https://huskers.com/sports/womens-volleyball/roster/2021","Big Ten Conference",""
"University of Minnesota, Twin Cities","Minnesota","https://gophersports.com/index.aspx?path=wvball","https://gophersports.com/sports/womens-volleyball/roster","Big Ten Conference",""
"Pennsylvania State University","Pennsylvania","https://gopsusports.com/index.aspx?path=wvball","https://gopsusports.com/sports/womens-volleyball/roster","Big Ten Conference",""
"Purdue University","Indiana","https://purduesports.com/index.aspx?path=wvball","https://purduesports.com/sports/womens-volleyball/roster","Big Ten Conference",""
"University of Michigan","Michigan","https://mgoblue.com/index.aspx?path=wvball","https://mgoblue.com/sports/womens-volleyball/roster/2021","Big Ten Conference",""
"University of Illinois at Urbana–Champaign","Illinois","https://fightingillini.com/index.aspx?path=wvball&","https://fightingillini.com/roster.aspx?roster=396&path=wvball","Big Ten Conference",""
"Ohio State University","Ohio","https://ohiostatebuckeyes.com/sports/w-volley/","https://ohiostatebuckeyes.com/sports/w-volley/roster/","Big Ten Conference",""
"Michigan State University","Michigan","https://msuspartans.com/index.aspx?path=wvball","https://msuspartans.com/sports/womens-volleyball/roster/2021","Big Ten Conference",""
"Northwestern University","Illinois","https://nusports.com/index.aspx?path=wvball","https://nusports.com/sports/womens-volleyball/roster/2021","Big Ten Conference",""
"University of Maryland, College Park","Maryland","https://umterps.com/index.aspx?path=vb","https://umterps.com/sports/womens-volleyball/roster","Big Ten Conference",""
"University of Iowa","Iowa","https://hawkeyesports.com/index.aspx?path=wvball","https://hawkeyesports.com/sports/womens-volleyball/roster","Big Ten Conference",""
"Indiana University Bloomington","Indiana","https://iuhoosiers.com/index.aspx?path=wvball","https://iuhoosiers.com/sports/womens-volleyball/roster/2021-22","Big Ten Conference",""
"Rutgers University – New Brunswick","New Jersey","https://scarletknights.com/index.aspx?path=wvball","https://scarletknights.com/sports/womens-volleyball/roster/2021","Big Ten Conference",""
"Towson University","Maryland","https://towsontigers.com/index.aspx?path=wvball","https://towsontigers.com/sports/womens-volleyball/roster","Colonial Athletic Association",""
"James Madison University","Virginia","https://jmusports.com/index.aspx?path=wvball","https://jmusports.com/sports/womens-volleyball/roster","Colonial Athletic Association",""
"Hofstra University","New York","https://gohofstra.com/index.aspx?path=vball","https://gohofstra.com/sports/womens-volleyball/roster","Colonial Athletic Association",""
"Northeastern University","Massachusetts","https://nuhuskies.com/index.aspx?path=wvball","https://nuhuskies.com/sports/womens-volleyball/roster/2021","Colonial Athletic Association",""
"Elon University","North Carolina","https://elonphoenix.com/index.aspx?path=wvball","https://elonphoenix.com/sports/womens-volleyball/roster/2021","Colonial Athletic Association",""
"University of Delaware","Delaware","https://bluehens.com/index.aspx?path=wvball","https://bluehens.com/sports/womens-volleyball/roster/2021","Colonial Athletic Association",""
"University of North Carolina Wilmington","North Carolina","https://uncwsports.com/index.aspx?path=wvball","https://uncwsports.com/sports/womens-volleyball/roster/2021","Colonial Athletic Association",""
"College of Charleston","South Carolina","https://cofcsports.com/index.aspx?path=vb","https://cofcsports.com/sports/womens-volleyball/roster","Colonial Athletic Association",""
"College of William & Mary","Virginia","https://tribeathletics.com/index.aspx?path=wvball","https://tribeathletics.com/roster.aspx?roster=1342","Colonial Athletic Association",""
"Samford University","Alabama","https://samfordsports.com/index.aspx?path=wvball","https://samfordsports.com/sports/womens-volleyball/roster","Southern Conference",""
"East Tennessee State University","Tennessee","http://www.etsubucs.com/volleyball/","http://www.etsubucs.com/volleyball/roster/","Southern Conference",""
"Western Carolina University","North Carolina","https://catamountsports.com/index.aspx?path=wvball","https://catamountsports.com/sports/womens-volleyball/roster/2021","Southern Conference",""
"Wofford College","South Carolina","https://woffordterriers.com/index.aspx?path=wvball","https://woffordterriers.com/sports/womens-volleyball/roster/2021","Southern Conference",""
"Furman University","South Carolina","https://furmanpaladins.com/index.aspx?path=wvball","https://furmanpaladins.com/sports/womens-volleyball/roster","Southern Conference",""
"Mercer University","Georgia","https://mercerbears.com/index.aspx?path=wvball","https://mercerbears.com/sports/womens-volleyball/roster","Southern Conference",""
"University of North Carolina at Greensboro","North Carolina","https://uncgspartans.com/index.aspx?path=wvball","https://uncgspartans.com/sports/womens-volleyball/roster/2021","Southern Conference",""
"The Citadel","South Carolina","https://citadelsports.com/index.aspx?path=wvball","https://citadelsports.com/sports/womens-volleyball/roster","Southern Conference",""
"University of Tennessee at Chattanooga","Tennessee","https://gomocs.com/index.aspx?path=vb","https://gomocs.com/roster.aspx?path=vb","Southern Conference",""
"Wright State University","Ohio","https://wsuraiders.com/index.aspx?path=wvball","https://wsuraiders.com/sports/womens-volleyball/roster","Horizon League",""
"University of Wisconsin–Milwaukee","Wisconsin","https://mkepanthers.com/index.aspx?path=wvball","https://mkepanthers.com/sports/womens-volleyball/roster/2021","Horizon League",""
"University of Wisconsin–Green Bay","Wisconsin","https://greenbayphoenix.com/index.aspx?path=wvball","https://greenbayphoenix.com/sports/womens-volleyball/roster","Horizon League",""
"Northern Kentucky University","Kentucky","https://nkunorse.com/index.aspx?path=wvball","https://nkunorse.com/sports/womens-volleyball/roster","Horizon League",""
" University of Illinois at Chicago","Illinois","https://uicflames.com/index.aspx?path=wvball","https://uicflames.com/sports/womens-volleyball/roster","Horizon League",""
"Oakland University","Michigan","https://goldengrizzlies.com/index.aspx?path=wvball","https://goldengrizzlies.com/sports/womens-volleyball/roster","Horizon League",""
"Cleveland State University","Ohio","https://www.csuvikings.com/sports/w-volley/index","https://www.csuvikings.com/sports/w-volley/2021-22/roster","Horizon League",""
"Indiana University–Purdue University Indianapolis","Indiana","https://iupuijags.com/index.aspx?path=wvball","https://iupuijags.com/sports/womens-volleyball/roster/2021","Horizon League",""
"Youngstown State University","Ohio","https://www.ysusports.com/sports/wvball/index","https://www.ysusports.com/sports/wvball/2021-22/roster","Horizon League",""
